604,6713
6148,6857
1712,2481
1408,229
4916,4289
5132,8053
556,6981
4188,8065
1904,2449
7684,7949
7184,5537
6956,1769
3280,2985
2260,2365
2900,657
4620,4281
5044,5177
5232,4893
5324,6341
3760,4673
2844,2617
2432,21
7496,3493
6388,5169
224,3881
848,241
820,3385
3572,4577
1416,7357
5744,3725
3092,3729
6604,1505
1404,7937
3592,5133
7516,6201
4516,2581
8108,437
2552,4129
5696,6061
6180,5377
6904,7933
312,6509
3320,6357
4952,6953
3868,1369
5088,7441
2656,6309
996,6401
7656,4225
6136,6161
5152,5225
3784,7837
252,5501
4352,97
8112,5933
4524,645
572,5533
3984,6689
3696,7349
6612,1145
420,393
6164,6989
3348,4925
4556,6097
5012,6513
4724,7753
500,1905
4820,77
7976,389
7732,8141
2324,917
2668,6269
7728,6377
7724,5909
4024,2961
6520,1565
704,33
6872,5765
5396,4757
3444,1105
5172,1017
5100,6077
2592,2809
2472,2093
3372,1609
7480,4313
2976,6493
4728,7665
7068,489
652,6769
1564,4665
304,1265
1936,3929
6040,873
6996,7161
4980,3029
1552,5005
5848,7713
2664,4477
2880,505
6328,7689
2696,6541
5880,4237
6744,3245
5768,3673
2864,1137
6304,5561
4780,729
8104,4589
1584,7065
876,545
4320,1093
7200,6009
7700,1561
6472,6913
788,7773
2312,3265
6192,6481
3124,3425
768,7833
5400,3897
748,649
5296,2285
720,6477
7036,7329
3712,5609
540,1409
7356,1921
6424,1641
1540,3497
336,3945
5368,5945
6960,4001
5432,8177
6620,1497
1308,4045
172,5813
6080,2817
1948,1685
2152,2197
4088,7505
1372,1589
1188,3257
6064,2241
2284,2725
7612,3169
6252,1601
4292,4649
7140,253
5468,3833
200,7857
6284,2545
1120,461
6452,7033
4672,865
3504,2689
2480,4053
4268,2637
5196,3213
7708,1201
6184,3941
3576,1365
2040,4365
532,6465
84,3193
5392,6289
3528,117
780,8005
7984,6429
5620,4685
2692,2629
6140,1245
3480,5517
3500,6501
6468,6069
1600,2661
3088,3489
6756,5841
1592,2533
7912,7985
1260,4061
2812,7589
6056,4977
1356,3825
4124,5025
6552,2253
5684,2337
4988,4221
6236,4753
5020,2989
5472,3157
4548,141
2644,6781
2140,5693
3172,1069
764,6837
1388,1333
3900,5613
7432,213
1168,4625
1384,7901
632,2737
7720,3237
5584,5621
1264,257
8024,6909
900,1361
5544,3073
7324,2745
8088,5913
624,2601
6376,2113
2984,4133
5192,6485
7872,3065
2376,761
7928,5221
8188,365
7340,153
3628,8037
3916,7113
8116,5445
6668,3813
7592,1673
468,973
5448,7633
4404,2141
4768,7425
1080,3649
232,5605
2596,589
656,5257
76,2089
916,1709
2196,1909
344,7053
432,7225
7640,6973
5420,1001
3476,5405
1036,1077
6464,4573
4772,1457
5916,4345
4252,1841
5008,3153
2192,2937
5156,1065
1608,7025
7508,1445
2352,3797
2564,361
2932,765
3456,1513
7588,6865
2176,3389
1128,7577
3376,4493
6384,7941
2924,3001
124,1321
6812,817
5200,7353
7744,5145
5412,797
1336,1281
7476,7169
6780,4301
4456,2129
2028,4341
4764,8049
1884,4105
256,8029
5804,2969
1632,1313
404,7869
3308,1809
640,4997
1872,6905
792,6849
2420,3013
4436,8169
4364,2941
4128,2665
2624,2257
796,2621
3136,6589
3356,4677
1704,5601
216,6317
644,6765
6556,2965
992,261
7456,5525
6616,673
1524,7457
4200,1825
8168,741
2800,7049
804,3925
668,2177
3724,769
7500,133
2960,7489
952,7517
7992,3417
1312,3873
5112,5201
6320,1089
6684,4353
7672,7537
1536,2677
1492,41
2216,7417
6152,1545
3668,7037
5204,4557
1012,6085
3492,7977
2044,4889
492,3645
7088,2181
5868,2061
5656,4721
44,3185
772,493
1464,7405
2320,3557
7020,4941
7952,6793
2416,6321
5460,7005
1832,4261
7308,6977
4856,6457
6992,5877
7296,7061
1836,1869
6084,5825
7288,6821
3180,5493
6864,7145
6160,5325
5164,6577
96,5721
1292,1485
7120,7885
5864,2457
3084,7973
1868,4541
6624,5301
288,8025
4324,6581
280,9
7644,4929
2576,733
3776,5089
4332,2377
1660,2957
3052,6393
2520,6361
7148,2033
3632,2045
5812,569
292,4529
2240,4909
5068,2705
1736,3357
6708,205
1020,1417
1360,541
8036,7045
7360,1645
944,6613
592,5213
4880,1549
6016,453
2512,5769
7568,3821
2088,5785
2124,3877
6012,7917
2928,1557
7000,5173
380,813
104,3057
408,2165
7680,7953
248,6413
6400,7513
4892,4617
2096,1925
740,2153
7328,2865
1848,7101
3468,4489
4544,1233
5780,4785
1192,6545
5820,2057
32,3097
3796,2513
3216,7341
1980,1109
180,989
3196,189
2268,1489
1528,1553
1688,1225
1252,7245
3996,3393
2184,3321
6460,1157
1184,7841
4732,7325
4224,1781
5568,3809
3256,7585
2248,5473
8080,4481
12,4949
7604,4809
1008,5633
6120,8073
5576,1193
2292,181
1280,7413
5992,8137
2936,6189
4160,641
1816,2805
1400,485
1496,1309
4688,3837
5180,6025
4256,8089
1636,3273
2916,6549
92,497
1672,7545
5560,5897
2720,3777
6380,145
3640,5481
620,717
1504,7913
6548,5453
3848,2261
7980,2717
4444,3201
6412,1153
5928,5829
3160,8081
7856,1705
4212,6673
3768,665
7512,2081
6732,3545
4484,2713
4888,4453
5612,1525
460,1577
3876,885
3568,6633
5604,7697
2436,525
4636,4981
448,7757
7212,2977
4964,2497
868,6741
8176,3329
36,1777
2756,1161
3344,3209
1612,6961
2964,45
5016,4373
3404,6213
884,1221
7884,1349
4416,7945
5976,6705
7748,2917
6716,5849
3792,445
3360,7781
2180,5589
4240,5761
8100,4801
2488,705
3808,3989
3820,5
1060,1025
1028,2541
3604,357
5796,5117
6300,5585
5552,2309
7712,7957
5160,5033
7468,7409
3324,4337
3076,5833
7812,7853
6292,2821
6240,329
4736,8133
7412,2269
8076,2517
184,3345
3536,609
6920,2433
1532,5073
1064,4937
7504,5349
6348,4457
6144,417
4136,61
6216,3381
524,3529
7988,7573
5048,5941
5788,1209
2760,4657
272,2773
4836,549
6844,2673
7060,7777
4928,957
7692,7453
3616,8013
7172,7601
4316,7705
3488,2353
6664,3325
3816,2921
5512,1097
7028,8009
5948,4537
3424,3605
3260,1381
2744,1661
7688,3985
2072,3289
3872,7693
3288,1885
3464,5649
3132,4121
1856,3845
2228,6881
1512,2993
52,3133
1568,105
8040,597
3832,6089
5600,7233
508,4569
7136,161
2160,4789
7484,3521
5032,1693
3864,6597
5748,6681
4112,3905
1760,7761
3316,8189
5064,1533
6416,6845
4232,5973
1472,2369
2796,7077
2112,4865
2856,4585
5724,8101
5104,381
6280,913
2736,2477
612,6001
3264,8161
7960,3969
7304,669
5128,1389
6760,5273
2632,2997
7524,6489
2724,4257
7368,6369
1072,5269
956,2453
6448,3481
1648,1125
5260,1301
2680,5297
416,4445
7528,5961
6212,6185
7876,5429
2444,7429
4132,4057
1044,5189
80,4069
7204,5797
660,4969
7044,7309
1016,1061
7224,6665
204,981
3584,3953
436,5369
1088,2281
3212,5093
6484,4565
5456,6521
5300,7525
6676,1737
4528,1805
836,3921
2716,4417
1268,7809
440,2549
1236,617
3192,2885
5304,7017
6204,5149
3988,7637
5548,7481
1068,5309
6972,4153
732,7465
8132,5893
5340,5185
2492,7173
2956,5265
616,3477
3436,2073
3352,4097
692,5817
7580,5085
1716,5573
7076,6417
1164,6629
2848,2849
3248,737
6404,7221
6952,2301
364,7117
1900,2357
1500,1053
888,8085
132,5477
1212,1997
1940,7825
4496,4005
7104,3965
4796,5989
4812,2493
7636,1745
3516,7369
5672,517
4452,985
3364,3421
2164,1397
3960,6861
4716,3705
5176,2209
6588,6657
8156,2101
696,6797
2068,3589
6496,1473
7396,6585
7388,8113
636,6653
1992,2785
6636,7433
276,4817
1764,6217
756,7473
4388,65
3012,2169
8016,425
4956,349
5404,1073
3008,3733
6432,2049
2132,7561
3884,6625
1544,6825
3964,7813
2788,5281
5828,537
2620,4653
1824,2897
4908,6553
1548,1749
3232,3225
3544,6037
6860,4861
6764,2465
7968,81
6352,6325
5440,5865
1752,5305
4460,2193
6648,3341
6564,6165
7808,2233
2504,4149
1696,4369
2304,7993
7820,5565
6208,5637
4664,857
3176,4805
4064,305
1100,2405
7032,6117
7868,5529
1756,2409
4996,4377
920,3597
5632,5577
6052,6205
1444,1185
6964,4761
5116,7105
3128,4841
7440,237
6168,5217
4740,5665
2712,5389
1668,7093
4152,7269
2400,5929
3188,317
5920,2561
6476,1813
3440,2881
8020,5685
6896,3333
2280,7681
2888,4469
2508,5069
5496,5141
7536,3961
3624,1953
6112,1401
2600,3045
7632,2525
3312,7789
5168,4781
396,2305
2052,2973
1368,6101
7804,7873
5564,4581
5972,193
5108,4633
2828,1393
1908,8097
2704,1217
1620,7089
2688,909
6028,3469
6660,1729
7164,7733
2868,2553
1092,321
940,6805
3284,3629
6924,4293
6368,6153
424,6641
1604,3933
3532,4273
4944,1197
5668,293
1576,4705
7320,1773
4868,3365
840,4593
4692,1989
6796,7609
1748,6921
7144,5669
3804,7273
7252,1821
892,701
1984,8153
7492,5009
5856,5337
4684,6945
4380,2645
7312,753
5328,5345
552,2761
2968,7905
5224,7449
4140,3993
2264,345
6940,3609
6220,5641
1084,3145
2048,165
168,5113
6840,309
4804,5661
3328,6293
5752,7129
3732,433
6680,2137
5464,6833
3956,4049
6512,441
560,1433
6364,2221
72,4253
1892,3173
1160,8061
4924,3513
2560,3253
7352,7925
5504,4421
2344,341
5280,601
6336,4073
3392,3101
5732,3277
6116,1477
6108,3161
5884,6233
6800,5277
5480,713
2748,6445
2092,4885
700,4309
4992,6045
2884,6021
5436,8129
120,5717
112,3109
4448,6917
2496,7629
7232,4877
2588,7565
4532,937
7372,4217
6880,2801
3800,829
6344,3069
4052,7749
5924,5109
680,8185
7024,2421
228,4213
4356,3761
7056,7797
4476,1945
140,285
4932,6133
564,6801
4972,1717
144,5553
4248,881
1104,5409
4560,7557
6372,5713
156,3061
7996,1441
2524,2225
6852,1993
4808,5381
4092,7997
4708,3229
6128,3773
2128,157
3680,725
2200,5289
1460,6397
2556,3585
5428,3789
240,6305
5208,1637
3104,4401
4800,7621
7624,6449
5380,7861
4104,3373
384,4553
5444,5233
8096,6777
7256,4141
7664,5449
6132,2641
1676,6381
4720,2229
5356,3637
6360,5625
2776,6137
5360,8045
2396,2753
7428,1753
4844,3457
1024,6605
3332,2097
3920,1045
1424,2605
3148,7769
5024,4833
5640,1289
2296,6761
5944,5845
5764,5045
4776,5465
5932,6993
196,6281
8072,6029
5688,6005
948,633
452,2485
5376,3525
6728,2769
356,6229
4284,2417
4640,1817
5348,4193
3720,6893
3828,8165
7400,4737
1484,1529
4400,7205
7844,757
3588,7593
7608,109
5268,3653
6000,5209
2768,893
2700,7445
6396,5801
2568,5081
728,7277
8180,1033
5808,1617
6500,4881
5800,2841
6312,2697
3860,5985
4756,3021
4472,2273
212,2029
964,6425
1156,2385
3208,4297
8048,6693
6900,2649
456,4513
6580,4985
3184,4825
5120,4361
188,901
2500,4333
3396,2121
6324,2173
5284,5021
6100,7541
7208,4661
4520,7877
5756,3453
6644,221
8084,1793
828,6469
856,4741
5092,5521
2652,149
988,6897
6876,369
4100,6081
1428,2793
7300,7345
6068,3853
7192,7865
6480,4921
7892,3581
4552,4201
1144,1629
6892,5321
5060,4669
3080,3621
3856,7237
5704,2709
924,3249
2032,6373
7752,6729
980,6125
6244,697
6736,4245
7008,2065
2024,313
936,4717
4656,5905
6176,6053
4576,2289
3660,6609
4376,1181
4096,4989
488,3501
7084,5397
2528,5497
2908,681
520,7337
4072,5365
7936,4497
2204,1085
4864,1113
4180,3269
5816,653
3200,6841
5556,4113
360,7965
1352,1341
3636,2325
2460,5105
3772,7021
6088,6637
3336,8125
3904,2837
160,5161
5964,2949
3420,7313
1876,6885
1784,1757
5144,4709
4260,6717
1888,2777
6228,121
7796,6057
1272,1605
4940,6349
7760,6505
1048,2813
6200,7653
1456,7909
6968,4017
5760,57
4904,837
1624,6193
6772,5165
6984,7569
3740,3025
2336,5077
4044,2001
1448,2861
960,805
7828,1029
5896,3077
648,3401
7780,4813
6536,4913
7696,1889
736,793
2036,5753
6528,3441
4644,613
1240,5489
1880,281
7248,7381
3564,1037
392,4993
4704,4233
5636,5709
7348,5121
7112,3865
3240,1081
4340,2505
1700,2589
4652,4857
3448,6301
1480,6593
6832,3701
5220,693
5536,3817
2708,2125
5980,1697
1300,801
7276,3689
2076,629
6584,1305
5424,2389
6792,7969
16,3753
4884,4725
5588,6533
5644,1
4584,3857
2256,3049
7652,1101
1196,6933
3540,7613
4368,3937
2012,4853
8012,3221
4504,2025
6608,7581
5388,5157
7888,841
7532,2437
4108,4449
1232,5413
6488,5857
4300,409
6908,4165
7040,5773
5776,1293
7764,4265
3164,5509
5872,4013
3780,5881
3428,2109
5960,4689
4848,4321
4020,7177
4012,3565
8144,5837
2824,481
6264,3573
5052,7721
3548,7717
8000,1981
7932,277
4060,781
4508,577
7128,6617
5892,7289
7660,581
7836,5249
4492,1721
4604,2857
2172,1865
3204,1173
6868,37
5212,5793
148,1437
1708,4917
8044,8069
1680,6013
7004,4701
2988,3657
3704,7625
8064,6241
4040,1917
56,6121
548,5421
2944,1149
2604,4693
1896,201
1052,1405
4920,3317
4144,1049
5840,6333
852,7181
300,637
7648,6181
7668,5373
1780,2441
716,945
1440,1385
3068,129
5676,5701
2104,2333
3412,17
3664,6113
6540,1649
2948,5137
4696,2161
2628,4101
368,2729
1228,3745
7964,2893
6980,5245
3472,4769
2784,3105
2392,7301
2860,6985
7264,2317
2896,1665
4008,4033
8164,833
8004,2749
8092,1377
6172,5681
4076,6173
6232,5037
6020,4197
3708,4525
5660,1677
8032,6601
2328,2945
2852,7197
6748,5401
6048,1977
6568,5393
6752,7421
3612,3713
5876,3005
5624,4461
7156,6093
3368,7605
4900,1965
2020,7385
2820,4605
6704,385
6576,7929
4784,7373
5036,869
1920,1961
1284,8145
4344,8173
6124,4077
3824,905
608,4185
4488,2213
2672,3405
8120,3885
808,2909
2484,5241
412,6721
1956,7001
7268,2537
4384,4869
6944,1973
4120,125
5288,7897
5592,7737
1452,5697
5476,1877
3060,925
976,6209
2648,2037
192,3409
7972,6313
7116,7029
7704,2245
3108,4065
128,1013
2832,6461
6408,5977
7896,1597
2676,5749
5188,3749
5520,429
5528,53
7864,2009
8056,4961
2220,397
320,1189
6492,749
1776,4381
7404,3085
6524,2373
3452,3053
3852,4249
7540,3665
2804,2205
3812,6929
712,49
5736,1129
1932,7521
7080,4905
6848,5925
4440,4933
7240,7437
4624,3353
4412,5341
5712,2693
860,4637
1520,4873
6060,1969
6656,5645
1316,325
1172,7157
4228,3093
7564,4145
3580,1537
7576,561
1304,5937
7280,8057
5984,6749
5996,2397
1852,3313
4028,4845
3416,5597
4600,3361
2952,3913
400,8017
2064,6565
1204,4357
6072,245
5084,3997
1772,933
5492,5261
7816,5017
372,4041
6444,5557
5136,4209
3880,3301
1628,225
2080,1325
7556,7149
2468,3957
220,7397
5272,5425
2996,5689
6504,1345
4036,661
2308,3125
3380,3081
676,3917
2060,2825
832,1929
4208,4081
5248,6937
7736,5193
3096,2701
7924,1733
3764,4117
7260,6389
2876,6141
6340,3041
5912,2573
4308,5777
2120,961
3652,1481
8,1585
7292,789
4616,2889
4500,7649
5072,273
4396,5901
6248,25
136,4501
816,3181
5516,1021
6256,7801
4272,5629
6948,6405
7220,5953
1768,5541
6768,685
2412,2349
4348,1413
7180,6669
5728,7189
4668,7617
1808,521
4564,1857
3120,1701
1864,6809
1140,1789
7448,3909
260,4441
1040,6285
3340,7085
2772,4681
7848,4749
7452,3537
1788,2593
1556,1581
2636,7153
5264,2201
444,113
2084,621
28,4269
2764,5673
3408,2741
5888,2189
5000,4821
244,7389
6268,897
5140,377
800,8105
1412,1117
472,1901
7940,4037
744,3433
3736,6785
7188,7509
3040,5313
3244,7069
7900,5457
2212,2117
1916,6753
2456,5057
3152,4765
536,7041
348,2461
4428,2237
1860,8121
332,1625
6508,7961
7716,7009
6260,2925
880,4973
6640,2473
2640,1425
3892,2733
5844,7253
8136,4437
7916,853
4860,4645
2008,1509
6532,2557
1136,1669
968,4349
7436,6969
3072,6353
6572,1169
5524,553
2244,4957
7416,73
708,3973
4372,7241
1244,4389
7236,1177
3552,5153
3004,5725
5608,3769
3972,4285
3752,7741
4204,3661
7052,3633
864,7361
7332,1829
5508,5181
6024,3429
628,185
1728,7641
3224,2565
4968,4897
7852,2393
6724,3121
152,3577
4080,1337
4296,4009
8184,7281
1112,5917
268,2681
1488,5981
1596,6249
5452,4229
5596,5653
3756,5569
776,3117
684,8109
5988,3205
3112,4277
2548,3569
4628,6621
5772,2653
576,7785
2972,4697
6092,7685
5216,4325
7384,6245
4168,3801
5256,1849
5540,1421
8140,4849
3928,2521
7548,2021
5080,2429
2452,997
1656,2069
5408,7365
4828,2501
4896,3129
5692,93
2316,6225
4432,6677
3512,4597
5628,2313
3976,4533
1640,1005
1996,2585
2380,3177
1616,5357
3156,1881
972,1985
6428,3613
6276,5333
2408,3781
1944,6257
3912,6437
1964,3841
4048,405
4948,689
6808,4545
7520,3625
1820,4793
1952,1801
3846,7023
7854,5063
2278,4019
2070,7203
2910,3
3982,1431
6258,6327
5090,1659
4770,2203
7502,3679
3546,7107
1914,7311
1678,6155
7214,3683
678,4511
7314,2211
254,2415
6810,2551
6490,5303
698,7811
714,3759
6394,3755
3498,5675
870,6119
3514,3167
7958,1799
2878,3067
3086,7939
418,5183
3990,5631
6938,1855
4154,6123
1374,5287
7486,6391
7010,151
6630,3111
4422,4407
8070,6935
5330,1531
2558,7171
7858,7003
4274,8043
7166,7179
6058,5627
4938,811
1486,8047
8122,2591
4002,5407
610,1555
5038,3555
5966,7831
5194,743
2766,315
4894,3227
1482,6583
6882,2267
4326,6847
4130,15
8162,5243
1434,7387
6294,2483
4114,7527
4806,5607
1070,931
2082,4631
2702,3891
7154,5847
4990,7911
2750,6483
2194,831
1870,559
5694,2411
4914,79
1990,7299
4390,5555
758,6735
6798,1263
3786,4067
82,795
2582,5755
7102,7891
7162,2259
3146,1435
2782,967
7606,3011
3066,4767
7654,1339
2058,1931
5294,4143
7338,6907
7514,2995
2634,3071
4474,3335
4610,6667
5430,7783
6670,4211
910,1351
6418,783
2946,3675
5866,4563
8086,5491
2850,3943
1510,6903
4214,6895
2534,7175
5302,4867
4954,499
5822,999
6918,5971
938,1963
8114,6675
1670,1391
2270,3315
1010,4115
3282,551
1650,3287
3442,3023
4874,763
5270,6615
1538,2651
4042,1707
5882,2179
6170,3327
3882,1443
6870,3743
1754,415
7398,4267
4590,3863
4082,1699
2422,5131
7582,4683
3622,2239
3834,7291
5898,6115
2974,7795
4126,7119
2294,7935
4394,3075
4778,3971
7234,2063
6878,483
5958,6239
1970,1663
4366,707
5238,5003
1798,3659
7782,2423
4050,595
4842,4891
1226,411
3766,919
5130,4127
5774,3459
4518,2851
6046,4531
5114,5527
2014,1515
7578,7607
2202,6743
7662,5139
2122,2727
4278,6503
5046,5035
474,7371
1290,2463
2590,7995
2426,7699
1506,235
3554,2559
114,1451
1898,6163
1098,6627
1942,143
6622,475
4466,583
3946,435
5778,8095
3038,6031
4766,5223
2522,2859
6390,7875
5262,4399
7130,6731
5686,3003
618,7415
6262,4455
4658,2523
2462,6243
950,4963
3174,2663
2966,607
3386,6619
6302,5895
7926,6983
5478,3551
6006,6427
5466,7395
4354,6431
5482,1683
8110,7955
7090,7127
7810,8003
7746,6467
6754,3059
3050,5655
4058,779
8098,2143
6778,5383
6554,2983
5190,1079
1446,259
4522,4843
8074,1371
6802,1067
970,1631
978,1379
5922,6475
22,1731
3494,6003
3382,1231
7330,403
4406,443
2022,6095
7954,2331
1522,799
3550,4339
2190,7155
7602,4459
5150,647
178,5819
2810,5559
2054,6395
410,611
2770,3527
2450,5087
7218,4543
546,1075
7062,4103
3078,5583
6150,2355
5034,2327
2526,6087
4994,5599
806,3131
3914,1863
638,7243
78,571
3342,4319
5110,1063
5510,4835
2614,2479
6034,987
7846,1643
1822,4243
3470,6711
5802,3439
1722,2075
5370,6439
5550,3987
4646,3531
3022,3343
6174,555
3402,4919
6162,6715
7650,1267
362,3159
1890,4059
742,951
1614,2743
5050,5211
6250,1835
4650,2751
5290,3819
8166,2235
2746,8183
3346,2111
3414,623
7422,7671
1018,4203
4798,7839
1206,2527
5618,1363
5278,2011
4558,5723
4238,7075
2246,1295
2170,3183
3602,1031
190,627
5546,7943
1850,7331
1474,1719
1370,6335
6658,2191
374,8175
14,4739
3214,7499
7946,5031
5242,1407
7562,6891
4730,4003
3242,1251
270,6919
5666,5091
3718,871
4698,2759
7386,7711
6602,7055
2098,71
1810,3331
2338,351
2826,1755
6230,6143
4450,7595
6138,2543
6762,4659
1454,303
3186,6543
2354,6755
5058,1559
2650,1911
6978,5959
6126,3387
902,4991
4526,3435
3770,1639
6990,431
6830,5575
5514,3115
1714,5775
1966,8039
2762,2827
850,5747
3926,7403
6462,1083
7190,6799
6786,1947
4306,863
7538,7139
7146,843
3922,2271
2254,5103
8042,295
5006,4807
7414,3959
3746,3039
3710,6011
3598,1411
7086,4555
4554,4023
7174,7471
7822,1023
5386,5907
426,1491
726,6251
3002,1803
6726,6263
226,147
2862,5983
4950,5799
982,51
5402,4783
518,3251
4262,6387
6330,1315
6902,7383
6926,6603
7182,4851
3238,1099
7522,3847
3910,4395
6450,1851
5830,2051
2658,3499
7994,7923
1082,243
3098,7611
7302,3279
7702,5415
2690,2639
5842,3031
5042,5099
3562,3395
